year,month,value_code,value_label,Imports: Value index,Exports: Value index,Terms of trade
2025,April,EGW1-9,Total,116,116,102.2
2025,May,EGW1,Live animals,148.8,125.1,101.3
2025,May,EGW2,Food of animal origin,138,127.1,101.2
2025,May,EGW3,Food of vegetable origin,143.5,131.3,106.4
2025,May,EGW4,Tea, alcoholic beverages,p,p
2025,May,EGW1-4,Food,146.9,132.8,102.2
2025,May,EGW5,Raw materials,90.6,76.7,96
2025,May,EGW6,Semi-finished goods,102.4,113.1,102.5
2025,May,EGW7,Intermediate products,101.1,97.8,101.3
2025,May,EGW8,End products,117.7,115.6,105.8
2025,May,EGW7-8,Finished goods,115.4,113.2,105.2
2025,May,EGW5-8,Industrial products,112.1,112.9,104.9
2025,May,EGW9,Other unallocated products,61,162.3,113.7
2025,May,EGW1-9,Total,112.6,114.7,104.3
2025,June,EGW1,Live animals,143.3,131.4,94.3
2025,June,EGW2,Food of animal origin,140.7,129.2,100.4
2025,June,EGW3,Food of vegetable origin,134.8,128.3,103.8
2025,June,EGW4,Tea, alcoholic beverages,p,p
2025,June,EGW1-4,Food,140.9,131.4,100.4
2025,June,EGW5,Raw materials,92.9,73.2,100.6
2025,June,EGW6,Semi-finished goods,101.3,108.8,104
2025,June,EGW7,Intermediate products,94.9,94.4,105.4
2025,June,EGW8,End products,119.6,114,101.8
2025,June,EGW7-8,Finished goods,116.1,111.4,102.2
2025,June,EGW5-8,Industrial products,112.8,110.9,102.4
2025,June,EGW9,Other unallocated products,72.3,213.6,105.1
2025,June,EGW1-9,Total,113.3,113.6,101.8
2025,July,EGW1,Live animals,133.3,142.1,117.1
2025,July,EGW2,Food of animal origin,145.9,135.3,101.4
2025,July,EGW3,Food of vegetable origin,140.9,139.5,104.6
2025,July,EGW4,Tea, alcoholic beverages,p,p
2025,July,EGW1-4,Food,146.7,141.5,101.5
2025,July,EGW5,Raw materials,95.3,82.6,92.4
2025,July,EGW6,Semi-finished goods,104.6,114,103.5
2025,July,EGW7,Intermediate products,100.8,98.9,106.1
2025,July,EGW8,End products,125.3,118.9,102.4
2025,July,EGW7-8,Finished goods,121.8,116.2,102.8
2025,July,EGW5-8,Industrial products,118,115.8,102.8
2025,July,EGW9,Other unallocated products,68.9,221,106
2025,July,EGW1-9,Total,118.1,118.8,102.2
2025,August,EGW1,Live animals,130.2,145.9,114.6
2025,August,EGW2,Food of animal origin,132.9,124.1,101.6
2025,August,EGW3,Food of vegetable origin,130.3,129.4,106.4
2025,August,EGW4,Tea, alcoholic beverages,p,p
2025,August,EGW1-4,Food,133.2,129.3,102.5
2025,August,EGW5,Raw materials,96.7,72.5,102.2
2025,August,EGW6,Semi-finished goods,91,102.9,103.3
2025,August,EGW7,Intermediate products,96.6,80.1,89.9
2025,August,EGW8,End products,105,101.3,104.1
2025,August,EGW7-8,Finished goods,103.8,98.5,102.4
2025,August,EGW5-8,Industrial products,102,98.5,102.8
2025,August,EGW9,Other unallocated products,68.1,184,97.9
2025,August,EGW1-9,Total,103,101.5,102.1
2025,September,EGW1,Live animals,131.4,148.7,111.7
2025,September,EGW2,Food of animal origin,145.5,129.6,101.1
2025,September,EGW3,Food of vegetable origin,136.3,142.5,107.9
2025,September,EGW4,Tea, alcoholic beverages,p,p
2025,September,EGW1-4,Food,144.5,139.7,102.7
2025,September,EGW5,Raw materials,93.2,73.4,101.6
2025,September,EGW6,Semi-finished goods,101,116.9,109.5
2025,September,EGW7,Intermediate products,105.7,95.1,92.2
2025,September,EGW8,End products,128.8,121.8,103.4
2025,September,EGW7-8,Finished goods,125.5,118.2,102.1
2025,September,EGW5-8,Industrial products,120.5,117.7,102.9
2025,September,EGW9,Other unallocated products,76.8,259,101.2
2025,September,EGW1-9,Total,120.5,121.1,102.3
2025,October,EGW1,Live animals,122.7,159.6,109.7
2025,October,EGW2,Food of animal origin,151,130.7,99.2
2025,October,EGW3,Food of vegetable origin,139.8,151.1,105.3
2025,October,EGW4,Tea, alcoholic beverages,p,p
2025,October,EGW1-4,Food,145.9,145.3,101.7
2025,October,EGW5,Raw materials,91.5,73.7,103.1
2025,October,EGW6,Semi-finished goods,108.1,125.2,105
2025,October,EGW7,Intermediate products,99.6,94,96.2
2025,October,EGW8,End products,128.4,122.2,102.8
2025,October,EGW7-8,Finished goods,124.3,118.5,102
2025,October,EGW5-8,Industrial products,120,118.5,102.6
2025,October,EGW9,Other unallocated products,113,292.7,104.5
2025,October,EGW1-9,Total,121.8,122.6,102.2
2025,November,EGW1,Live animals,103.3,123,102.9
2025,November,EGW2,Food of animal origin,145.1,118.6,96.8
2025,November,EGW3,Food of vegetable origin,139,134.8,107.3
2025,November,EGW4,Tea, alcoholic beverages,p,p
2025,November,EGW1-4,Food,144.1,131.6,101.9
2025,November,EGW5,Raw materials,87.4,68.2,100.5
2025,November,EGW6,Semi-finished goods,111.3,125.4,107
2025,November,EGW7,Intermediate products,98.7,91,94.7
2025,November,EGW8,End products,124,115.9,102.8
2025,November,EGW7-8,Finished goods,120.4,112.6,101.9
2025,November,EGW5-8,Industrial products,116.8,113,102.6
2025,November,EGW9,Other unallocated products,77.7,202.8,110.3
2025,November,EGW1-9,Total,117.3,115.4,102.4
2025,December,,,,,
2025,December,EGW1,Live animals,104.3,150.1,113.2
2025,December,EGW2,Food of animal origin,144.2,115.7,96.3
2025,December,EGW3,Food of vegetable origin,133.3,123,101.3
2025,December,EGW4,Tea, alcoholic beverages,p,p
2025,December,EGW1-4,Food,138.5,121.6,98.1
2025,December,EGW5,Raw materials,90,72.8,101.5
2025,December,EGW6,Semi-finished goods,95.9,112.1,102.9
2025,December,EGW7,Intermediate products,73.6,72.8,106.2
2025,December,EGW8,End products,109.8,104.5,103.7
2025,December,EGW7-8,Finished goods,104.7,100.3,104.1
2025,December,EGW5-8,Industrial products,102.6,100.8,104.7
2025,December,EGW9,Other unallocated products,103.5,270.4,111.9
2025,December,EGW1-9,Total,105.5,104.5,104.2
