statistics_code,statistics_label,time_code,time_label,time,1_variable_code,1_variable_label,1_variable_attribute_code,1_variable_attribute_label,2_variable_code,2_variable_label,2_variable_attribute_code,2_variable_attribute_label,value,value_unit,value_variable_code,value_variable_label,value_q
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,44767.8373,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,38829.546,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,33423,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,1482.3,h,STD008,Hours worked per employee (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,297.233,EUR bn,VST020,Gross wages and salaries (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,7715,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,361.213,EUR bn,ETG005,Compensation of employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,1507.9,h,STD007,Hours worked per person in empl. (dom. concept)
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,12098.2624,mn h,STD002,Hours worked by persons in empl.(domestic concept)
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,11435.5926,mn h,STD003,Hours worked by employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,8023,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1274.7,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,73.072,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,3343,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,88.96,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1411.5,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,5572.7512,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,4261.3576,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,3948,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1411.7,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,35.611,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,991,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,43.476,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1475.2,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1597.5917,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1398.9654,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1083,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,1072.8,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,40.025,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,2434,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,48.208,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,1179,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,3380.1926,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,2611.1072,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,2867,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1280.3,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,191.614,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,5350,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,227.474,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1363.3,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,8472.9757,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,6849.8533,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,6215,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1580.2,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,40.213,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1154,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,49.941,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1649.8,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,2095.2413,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1823.5387,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1270,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1400.5,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,62.328,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,964,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,76.914,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1466.7,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1603.1069,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1350.1255,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1093,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,1461,h,STD008,Hours worked per employee (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,357.738,EUR bn,VST020,Gross wages and salaries (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,7813,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,429.712,EUR bn,ETG005,Compensation of employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,1482.9,h,STD007,Hours worked per person in empl. (dom. concept)
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,11992.1238,mn h,STD002,Hours worked by persons in empl.(domestic concept)
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,11414.6187,mn h,STD003,Hours worked by employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,8087,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,1435.1,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,482.364,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,10200,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,580.667,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,1476.2,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,16139.298,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,14638.0497,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,10933,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,1402.1,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,509.073,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,22460,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,626.147,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,1490.2,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,37339.0777,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,31490.189,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,25057,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1280.2,h,STD008,Hours worked per employee (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,279.582,EUR bn,VST020,Gross wages and salaries (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,5450,1000,ERW061,Employees (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,334.275,EUR bn,ETG005,Compensation of employees (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1327.4,h,STD007,Hours worked per person in empl. (dom. concept),p
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,8195.4084,mn h,STD002,Hours worked by persons in empl.(domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,6977.0894,mn h,STD003,Hours worked by employees (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,6174,1000,ERW063,Persons in employment (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,1481.1,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,262.907,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,6977,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,320.955,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,1508.5,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,10972.6823,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,10333.3281,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,7274,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,1454.8,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,330.958,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,7249,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,396.14,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,1477.7,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,11100.1123,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,10545.4921,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,7512,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,1463.2,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,80.062,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,2160,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,94.751,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,1561.1,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,4082.3245,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,3160.4715,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,2615,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,1489.5,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,771.379,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,34754,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,936.814,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,1564.9,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,60031.6524,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,51767.3906,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,38362,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,1324.2,h,STD008,Hours worked per employee (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,8.499,EUR bn,VST020,Gross wages and salaries (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,355,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,10.038,EUR bn,ETG005,Compensation of employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,1659.6,h,STD007,Hours worked per person in empl. (dom. concept)
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,937.6587,mn h,STD002,Hours worked by persons in empl.(domestic concept)
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,470.0752,mn h,STD003,Hours worked by employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,565,1000,ERW063,Persons in employment (domestic concept)
